cell_name	gene_name	tissue_type	gene_id
Stem cell	Shisa5	Bone marrow	ENSMUSG00000025647
Stage II neutrophil	Ifitm1	Bone marrow	ENSMUSG00000025491
Stem cell	Ifitm2	Bone marrow	ENSMUSG00000060591
Stage I neutrophil	B430306N03Rik	Bone marrow	ENSMUSG00000043740
Stem cell	Ldhb	Bone marrow	ENSMUSG00000030246
Stem cell	Pnrc1	Bone marrow	ENSMUSG00000040128
Stem cell	Zfp831	Bone marrow	ENSMUSG00000050600
Stem cell		Bone marrow	
Stage I neutrophil	Dhrs7	Bone marrow	ENSMUSG00000021094
Stage II neutrophil	Sar1b	Bone marrow	ENSMUSG00000020386
Stage I neutrophil	Mapk13	Bone marrow	ENSMUSG00000004864
Stage I neutrophil	Lmo4	Bone marrow	ENSMUSG00000028266
Stage I neutrophil	Serpinb1a	Bone marrow	ENSMUSG00000044734
Stage II neutrophil	Cd300ld	Bone marrow	ENSMUSG00000034641
Stage II neutrophil	Slc2a6	Bone marrow	ENSMUSG00000036067
Stage II neutrophil	Selplg	Bone marrow	ENSMUSG00000048163
Stem cell	Mecom	Bone marrow	ENSMUSG00000027684
Stage II neutrophil	Scnn1a	Bone marrow	ENSMUSG00000030340
Stem cell	Smim6	Bone marrow	ENSMUSG00000075420
Stage I neutrophil	Itgb2l	Bone marrow	ENSMUSG00000000157
Stage I neutrophil	Clec4a2	Bone marrow	ENSMUSG00000030148
Stage I neutrophil	Itgam	Bone marrow	ENSMUSG00000030786
Stem cell	Tgtp2	Bone marrow	ENSMUSG00000078921
Stage II neutrophil	Cstdc4	Bone marrow	ENSMUSG00000079597
Stage II neutrophil	Irf7	Bone marrow	ENSMUSG00000025498
Stage I neutrophil	Cpeb4	Bone marrow	ENSMUSG00000020300
Stage II neutrophil	Klc4	Bone marrow	ENSMUSG00000003546
Stage I neutrophil	Mogat2	Bone marrow	ENSMUSG00000052396
Stem cell	Tmem176a	Bone marrow	ENSMUSG00000023367
Stem cell	Msi2	Bone marrow	ENSMUSG00000069769
Stage II neutrophil		Bone marrow	
Stage I neutrophil	Pstpip2	Bone marrow	ENSMUSG00000025429
Stem cell	Clip3	Bone marrow	ENSMUSG00000013921
Stage I neutrophil	E2f2	Bone marrow	ENSMUSG00000018983
Stem cell	Txnip	Bone marrow	ENSMUSG00000038393
Stage I neutrophil	Zbtb7b	Bone marrow	ENSMUSG00000028042
Stage II neutrophil	Csta2	Bone marrow	ENSMUSG00000095620
Stage I neutrophil	Fgr	Bone marrow	ENSMUSG00000028874
Stage II neutrophil	Fndc3b	Bone marrow	ENSMUSG00000039286
Stage I neutrophil	Apobr	Bone marrow	ENSMUSG00000042759
Stem cell	Rbpms	Bone marrow	ENSMUSG00000031586
Stage II neutrophil	Clec4d	Bone marrow	ENSMUSG00000030144
Stage I neutrophil	Lpcat2	Bone marrow	ENSMUSG00000033192
Stem cell	Ifitm3	Bone marrow	ENSMUSG00000025492
Stage II neutrophil	Il1b	Bone marrow	ENSMUSG00000027398
Stage II neutrophil	Zfp36l2	Bone marrow	ENSMUSG00000045817
Stage I neutrophil	Mmp9	Bone marrow	ENSMUSG00000017737
Stage I neutrophil	Il1r2	Bone marrow	ENSMUSG00000026073
Monocyte	Ctss	Bone marrow	ENSMUSG00000038642
Monocyte	Prdx4	Bone marrow	ENSMUSG00000025289
Stage I neutrophil	Rflnb	Bone marrow	ENSMUSG00000020846
Stage I neutrophil	Dgat1	Bone marrow	ENSMUSG00000022555
Stage II neutrophil	Trim30d	Bone marrow	ENSMUSG00000057596
Stage II neutrophil	Smox	Bone marrow	ENSMUSG00000027333
Stage I neutrophil	Dock5	Bone marrow	ENSMUSG00000044447
Monocyte	Tifab	Bone marrow	ENSMUSG00000049625
Stage I neutrophil	Cd300lf	Bone marrow	ENSMUSG00000047798
Stage I neutrophil	Card10	Bone marrow	ENSMUSG00000033170
Stage I neutrophil	Syne2	Bone marrow	ENSMUSG00000063450
Stage I neutrophil	Hsd11b1	Bone marrow	ENSMUSG00000016194
Stem cell	Rbp1	Bone marrow	ENSMUSG00000046402
Stage I neutrophil	Mgst1	Bone marrow	ENSMUSG00000008540
Monocyte	Ass1	Bone marrow	ENSMUSG00000076441
Stage II neutrophil	Usp32	Bone marrow	ENSMUSG00000000804
Stem cell	Pde4b	Bone marrow	ENSMUSG00000028525
Stage II neutrophil	Junb	Bone marrow	ENSMUSG00000052837
Stage I neutrophil	Ptgs1	Bone marrow	ENSMUSG00000047250
Stage I neutrophil	Clec5a	Bone marrow	ENSMUSG00000029915
Stage II neutrophil	Arrdc3	Bone marrow	ENSMUSG00000074794
Stage I neutrophil	Slfn2	Bone marrow	ENSMUSG00000072620
Stage I neutrophil	Ptgir	Bone marrow	ENSMUSG00000043017
Stage I neutrophil	Plaur	Bone marrow	ENSMUSG00000046223
Stage II neutrophil	Ifit3	Bone marrow	ENSMUSG00000074896
Stage I neutrophil	Gsn	Bone marrow	ENSMUSG00000026879
Stage I neutrophil	Wfdc21	Bone marrow	ENSMUSG00000051748
Stage I neutrophil	Mxd1	Bone marrow	ENSMUSG00000001156
Stem cell	Pcp4l1	Bone marrow	ENSMUSG00000038370
Stage I neutrophil	Plbd1	Bone marrow	ENSMUSG00000030214
Stage I neutrophil	Tnnt1	Bone marrow	ENSMUSG00000064179
Stage I neutrophil	Itgb2	Bone marrow	ENSMUSG00000000290
Monocyte	Clec7a	Bone marrow	ENSMUSG00000079293
Stem cell	Ifitm1	Bone marrow	ENSMUSG00000025491
Stage I neutrophil	Wipi1	Bone marrow	ENSMUSG00000041895
Monocyte	Ctsc	Bone marrow	ENSMUSG00000030560
Stage I neutrophil		Bone marrow	
Stage I neutrophil	Chac1	Bone marrow	ENSMUSG00000027313
Stem cell	Uba7	Bone marrow	ENSMUSG00000032596
Stage I neutrophil	Orm1	Bone marrow	ENSMUSG00000039196
Stage I neutrophil	S100a11	Bone marrow	ENSMUSG00000027907
Stage I neutrophil	Alox5	Bone marrow	ENSMUSG00000025701
Stage II neutrophil	Txnip	Bone marrow	ENSMUSG00000038393
Stem cell	Serpina3f	Bone marrow	ENSMUSG00000066363
Macrophage	C1qb	Bone marrow	ENSMUSG00000036905
Stage I neutrophil	Ifitm6	Bone marrow	ENSMUSG00000059108
Stage I neutrophil	Stk39	Bone marrow	ENSMUSG00000027030
Stage II neutrophil	Marcks	Bone marrow	ENSMUSG00000069662
Stage II neutrophil	Il36a	Bone marrow	ENSMUSG00000026984
Monocyte	Papss2	Bone marrow	ENSMUSG00000024899
Monocyte	Ms4a6c	Bone marrow	ENSMUSG00000079419
Stage I neutrophil	Lilrb4b	Bone marrow	ENSMUSG00000112023
Stage II neutrophil	Clec7a	Bone marrow	ENSMUSG00000079293
Monocyte	Klf4	Bone marrow	ENSMUSG00000003032
Stem cell	Cd274	Bone marrow	ENSMUSG00000016496
Stage II neutrophil	Stfa1	Bone marrow	ENSMUSG00000071562
Stem cell	Dkkl1	Bone marrow	ENSMUSG00000030792
Resident haematopoietic stem cell		Bone marrow	
Resident haematopoietic stem cell	Csf1r	Bone marrow	ENSMUSG00000024621
Resident haematopoietic stem cell	Flt3	Bone marrow	ENSMUSG00000042817
Resident haematopoietic stem cell		Bone marrow	
Stem cell	Sox2	Bone marrow	ENSMUSG00000074637
Stem cell		Bone marrow	
Migratory monocyte		Bone marrow	
Kupffer cell		Bone marrow	
T cell	Pdcd1	Bone marrow	ENSMUSG00000026285
Naive T(Th0) cell	Sell	Bone marrow	ENSMUSG00000026581
Neutrophil	Ly6a	Bone marrow	ENSMUSG00000075602
T cell	Ifng	Bone marrow	ENSMUSG00000055170
Neutrophil	Arg1	Bone marrow	ENSMUSG00000019987
Neutrophil	Cxcl10	Bone marrow	ENSMUSG00000034855
Natural killer cell		Bone marrow	
Macrophage	Adgre1	Bone marrow	ENSMUSG00000004730
Dendritic cell		Bone marrow	
Dendritic cell		Bone marrow	
Natural killer cell		Bone marrow	
Cancer cell	Chil3	Bone marrow	ENSMUSG00000040809
Cancer cell	Chil3	Bone marrow	ENSMUSG00000040809
Granulocyte		Bone marrow	
Leukocyte		Bone marrow	
T cell		Bone marrow	
Cytotoxic T cell		Bone marrow	
Macrophage		Bone marrow	
Macrophage		Bone marrow	
Myeloid derived suppressor cell (MDSC)		Bone marrow	
T cell	Cd27	Bone marrow	ENSMUSG00000030336
T cell		Bone marrow	
Dendritic cell	Xcr1	Bone marrow	ENSMUSG00000060509
Cancer cell		Bone marrow	
Macrophage		Bone marrow	
Cancer cell		Bone marrow	
Dendritic cell		Bone marrow	
Granulocyte		Bone marrow	
Dendritic cell		Bone marrow	
Dendritic cell		Bone marrow	
Cancer cell	Arg1	Bone marrow	ENSMUSG00000019987
Cytotoxic T cell		Bone marrow	
Hematopoietic stem cell	Vwf	Bone marrow	ENSMUSG00000001930
Myeloid cell	Gsr	Bone marrow	ENSMUSG00000031584
Myeloid cell	Adgre1	Bone marrow	ENSMUSG00000004730
Myeloid cell	Csf1r	Bone marrow	ENSMUSG00000024621
Monocyte	C3	Bone marrow	ENSMUSG00000024164
Monocyte	Sell	Bone marrow	ENSMUSG00000026581
Monocyte	F5	Bone marrow	ENSMUSG00000026579
Macrophage	Hp	Bone marrow	ENSMUSG00000031722
Macrophage	F10	Bone marrow	ENSMUSG00000031444
Monocyte	Gda	Bone marrow	ENSMUSG00000058624
Monocyte	Mki67	Bone marrow	ENSMUSG00000031004
Macrophage	Gda	Bone marrow	ENSMUSG00000058624
Macrophage	Sell	Bone marrow	ENSMUSG00000026581
Monocyte	Emilin2	Bone marrow	ENSMUSG00000024053
Macrophage	C3	Bone marrow	ENSMUSG00000024164
Macrophage	Emilin2	Bone marrow	ENSMUSG00000024053
Macrophage	Mki67	Bone marrow	ENSMUSG00000031004
Macrophage	F5	Bone marrow	ENSMUSG00000026579
Monocyte	Hp	Bone marrow	ENSMUSG00000031722
Monocyte	F10	Bone marrow	ENSMUSG00000031444
M1 macrophage		Bone marrow	
M2 macrophage	Mrc1	Bone marrow	ENSMUSG00000026712
M1 macrophage		Bone marrow	
Fibroblast		Bone marrow	
Secretory cell		Bone marrow	
Pan-epithelial cell		Bone marrow	
Goblet cell		Bone marrow	
Endothelial cell		Bone marrow	
Epithelial cell		Bone marrow	
Fibroblast		Bone marrow	
Neuromesodermal progenitor (NMP)	T	Spinal cord	ENSMUSG00000062327
Neuromesodermal progenitor (NMP)		Spinal cord	
Neuromesodermal progenitor (NMP)		Spinal cord	
Neuromesodermal progenitor (NMP)		Spinal cord	
Neuromesodermal progenitor (NMP)	Sftpc	Spinal cord	ENSMUSG00000022097
Neuromesodermal progenitor (NMP)		Spinal cord	
Macrophage	Adgre1	Bone marrow	ENSMUSG00000004730
Megakaryocyte	Itga2b	Bone marrow	ENSMUSG00000034664
Astrocyte		Bone marrow	
Astrocyte		Bone marrow	
Astrocyte		Bone marrow	
Osteoblast		Bone marrow	
Osteoblast	Bglap	Bone marrow	ENSMUSG00000074483
Stem cell	Grem1	Bone marrow	ENSMUSG00000074934
Natural killer cell	Ncam1	Bone marrow	ENSMUSG00000039542
Hematopoietic stem cell		Bone marrow	
Hematopoietic stem cell	Jam2	Bone marrow	ENSMUSG00000053062
Plasmacytoid dendritic cell precursor		Bone marrow	
Plasmacytoid dendritic cell precursor	Ly6d	Bone marrow	ENSMUSG00000034634
Plasmacytoid dendritic cell precursor		Bone marrow	
Plasmacytoid dendritic cell progenitor cell		Bone marrow	
Plasmacytoid dendritic cell precursor	Il7r	Bone marrow	ENSMUSG00000003882
Plasmacytoid dendritic cell precursor	Cd81	Bone marrow	ENSMUSG00000037706
Plasmacytoid dendritic cell progenitor cell	Ly6a	Bone marrow	ENSMUSG00000075602
Plasmacytoid dendritic cell precursor	Cd69	Bone marrow	ENSMUSG00000030156
Conventional dendritic cell precursor	Ly6c1	Bone marrow	ENSMUSG00000079018
Conventional dendritic cell precursor	Ccr2	Bone marrow	ENSMUSG00000049103
Plasmacytoid dendritic cell precursor		Bone marrow	
Plasmacytoid dendritic cell precursor	Flt3	Bone marrow	ENSMUSG00000042817
Plasmacytoid dendritic cell precursor		Bone marrow	
Plasmacytoid dendritic cell progenitor cell		Bone marrow	
Early osteoblastic cell	Col1a1	Bone marrow	ENSMUSG00000001506
Late osteoblastic cell		Bone marrow	
Early osteoblastic cell	Msx2	Bone marrow	ENSMUSG00000021469
Late osteoblastic cell	Spp1	Bone marrow	ENSMUSG00000029304
Early osteoblastic cell	Runx2	Bone marrow	ENSMUSG00000039153
Early osteoblastic cell	Atrnl1	Bone marrow	ENSMUSG00000054843
Granulocyte	Ltf	Bone marrow	ENSMUSG00000032496
Early erythroid cell	Car1	Bone marrow	ENSMUSG00000027556
Late erythroid cell	Hbb-bs	Bone marrow	ENSMUSG00000052305
Lymphoid cell	Cd19	Bone marrow	ENSMUSG00000030724
Megakaryocyte	Plek	Bone marrow	ENSMUSG00000020120
Early erythroid cell	Klf1	Bone marrow	ENSMUSG00000054191
Endothelial cell	Pecam1	Bone marrow	ENSMUSG00000020717
Late erythroid cell	Alas2	Bone marrow	ENSMUSG00000025270
Lymphoid cell	Cd79a	Bone marrow	ENSMUSG00000003379
Endothelial cell	Cdh5	Bone marrow	ENSMUSG00000031871
Granulocyte	Ngp	Bone marrow	ENSMUSG00000032484
Megakaryocyte	Pf4	Bone marrow	ENSMUSG00000029373
Megakaryocyte	Mpl	Bone marrow	ENSMUSG00000006389
Megakaryocyte		Bone marrow	
Megakaryocyte	Gata1	Bone marrow	ENSMUSG00000031162
Megakaryocyte		Bone marrow	
Megakaryocyte	Itgb3	Bone marrow	ENSMUSG00000020689
Megakaryocyte	Pf4	Bone marrow	ENSMUSG00000029373
Megakaryocyte	Vwf	Bone marrow	ENSMUSG00000001930
Megakaryocyte	Cd34	Bone marrow	ENSMUSG00000016494
Bone marrow cell		Bone marrow	
Monocyte-derived dendritic cell		Bone marrow	
Tissue-resident macrophage	Adgre1	Bone marrow	ENSMUSG00000004730
Conventional dendritic cell(cDC)		Bone marrow	
Monocyte-derived macrophage		Bone marrow	
Classical monocyte		Bone marrow	
Monocyte-derived dendritic cell		Bone marrow	
Tissue-resident macrophage	Fcgr1	Bone marrow	ENSMUSG00000015947
Plasmacytoid dendritic cell(pDC)		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Monocyte-derived macrophage		Bone marrow	
Monocyte-derived macrophage	Adgre1	Bone marrow	ENSMUSG00000004730
Classical monocyte		Bone marrow	
Monocyte-derived dendritic cell		Bone marrow	
Pre-conventional dendritic cell		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Monocyte-derived dendritic cell		Bone marrow	
Monocyte-derived dendritic cell		Bone marrow	
Neutrophil		Bone marrow	
Monocyte-derived macrophage	Fcgr1	Bone marrow	ENSMUSG00000015947
Conventional dendritic cell(cDC)		Bone marrow	
Plasmacytoid dendritic cell(pDC)		Bone marrow	
Monocyte-derived dendritic cell		Bone marrow	
Classical monocyte		Bone marrow	
Non-classical monocyte		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Conventional dendritic cell(cDC)	Itgae	Bone marrow	ENSMUSG00000005947
Neutrophil		Bone marrow	
Pre-conventional dendritic cell		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Conventional dendritic cell(cDC)		Bone marrow	
Monocyte-derived dendritic cell	Adgre1	Bone marrow	ENSMUSG00000004730
Plasmacytoid dendritic cell(pDC)		Bone marrow	
Pre-conventional dendritic cell		Bone marrow	
Monocyte-derived dendritic cell	Fcgr1	Bone marrow	ENSMUSG00000015947
Tissue-resident macrophage		Bone marrow	
Plasmacytoid dendritic cell(pDC)	Ptprc	Bone marrow	ENSMUSG00000026395
Monocyte Myeloid-derived suppressor cell (M-MDSC)		Bone marrow	
Polymorphonuclear myeloid-derived suppressor cell		Bone marrow	
Polymorphonuclear myeloid-derived suppressor cell		Bone marrow	
Monocyte Myeloid-derived suppressor cell (M-MDSC)		Bone marrow	
Erythroblast		Bone marrow	
Monocyte	Itgam	Bone marrow	ENSMUSG00000030786
Megakaryocyte	Itga2b	Bone marrow	ENSMUSG00000034664
Granulocyte		Bone marrow	
Granulocyte	Itgam	Bone marrow	ENSMUSG00000030786
Erythroblast	Tfrc	Bone marrow	ENSMUSG00000022797
T cell	Cd3e	Bone marrow	ENSMUSG00000032093
Megakaryocyte		Bone marrow	
B cell	Cd40	Bone marrow	ENSMUSG00000017652
B cell	Ptprc	Bone marrow	ENSMUSG00000026395
Mature dendritic cell		Bone marrow	
Mature dendritic cell		Bone marrow	
Mature dendritic cell		Bone marrow	
Mature dendritic cell		Bone marrow	
B1 cell		Bone marrow	
B1 cell		Bone marrow	
B1 cell		Bone marrow	
B-1a cell		Bone marrow	
B1 cell		Bone marrow	
B cell	Ptprc	Bone marrow	ENSMUSG00000026395
T cell	Cd3e	Bone marrow	ENSMUSG00000032093
Macrophage		Bone marrow	
Macrophage		Bone marrow	
CD8+ T cell		Bone marrow	
CD8+ T cell		Bone marrow	
CD8+ T cell	Scarb1	Bone marrow	ENSMUSG00000037936
CD8+ T cell		Bone marrow	
Myeloid derived suppressor cell (MDSC)		Bone marrow	
CD8+ T cell		Bone marrow	
CD4+ T cell		Bone marrow	
CD4+ T cell		Bone marrow	
Myeloid derived suppressor cell (MDSC)		Bone marrow	
CD8+ T cell	Pdcd1	Bone marrow	ENSMUSG00000026285
Myeloid derived suppressor cell (MDSC)	Mrc1	Bone marrow	ENSMUSG00000026712
CD8+ T cell		Bone marrow	
CD4+ T cell	Pdcd1	Bone marrow	ENSMUSG00000026285
Myeloid derived suppressor cell (MDSC)		Bone marrow	
Myeloid derived suppressor cell (MDSC)		Bone marrow	
CD8+ T cell	Ikzf2	Bone marrow	ENSMUSG00000025997
Myeloid derived suppressor cell (MDSC)		Bone marrow	
Dendritic cell		Bone marrow	
Microglial cell	Trem2	Bone marrow	ENSMUSG00000023992
Macrophage		Bone marrow	
Macroglial cell	Sall1	Bone marrow	ENSMUSG00000031665
Macroglial cell	Siglech	Bone marrow	ENSMUSG00000051504
Dendritic cell		Bone marrow	
Macroglial cell	Serpine2	Bone marrow	ENSMUSG00000026249
Macroglial cell	Gpr34	Bone marrow	ENSMUSG00000040229
Neutrophil		Bone marrow	
Microglial cell	Hexb	Bone marrow	ENSMUSG00000021665
Conventional dendritic cell(cDC)	Zbtb46	Bone marrow	ENSMUSG00000027583
Macrophage		Bone marrow	
Macroglial cell	Slc2a5	Bone marrow	ENSMUSG00000028976
Macroglial cell	Bhlhe41	Bone marrow	ENSMUSG00000030256
Hematopoietic stem cell	Dnmt3a	Bone marrow	ENSMUSG00000020661
Hematopoietic stem cell	Gata1	Bone marrow	ENSMUSG00000031162
Hematopoietic stem cell	Bptf	Bone marrow	ENSMUSG00000040481
Hematopoietic stem cell	Gata3	Bone marrow	ENSMUSG00000015619
Hematopoietic stem cell	Gfi1	Bone marrow	ENSMUSG00000029275
Hematopoietic stem cell	Fli1	Bone marrow	ENSMUSG00000016087
Hematopoietic stem cell	Ets2	Bone marrow	ENSMUSG00000022895
Fibroblast	Fbn1	Bone marrow	ENSMUSG00000027204
Fibroblast	Prrx1	Bone marrow	ENSMUSG00000026586
Endothelial progenitor cell		Bone marrow	
Hematopoietic progenitor cell	Ctsg	Bone marrow	ENSMUSG00000040314
Hematopoietic progenitor cell	Gfi1	Bone marrow	ENSMUSG00000029275
Hematopoietic stem cell	Ctsg	Bone marrow	ENSMUSG00000040314
Hemogenic progenitor cell		Bone marrow	
Hematopoietic stem cell	Hoxa9	Bone marrow	ENSMUSG00000038227
Hemogenic progenitor cell		Bone marrow	
Hematopoietic stem cell	Gfi1	Bone marrow	ENSMUSG00000029275
Hematopoietic progenitor cell	Myl10	Bone marrow	ENSMUSG00000005474
Hematopoietic stem cell	Egfl7	Bone marrow	ENSMUSG00000026921
Hematopoietic progenitor cell	Hoxa9	Bone marrow	ENSMUSG00000038227
Endothelial progenitor cell		Bone marrow	
Hematopoietic stem cell	Lmo2	Bone marrow	ENSMUSG00000032698
Hematopoietic progenitor cell	Egfl7	Bone marrow	ENSMUSG00000026921
Endothelial progenitor cell		Bone marrow	
Fibroblast	Col6a2	Bone marrow	ENSMUSG00000020241
Hematopoietic progenitor cell	Lmo2	Bone marrow	ENSMUSG00000032698
Endothelial progenitor cell	Kdr	Bone marrow	ENSMUSG00000062960
Endothelial progenitor cell		Bone marrow	
Endothelial progenitor cell		Bone marrow	
Fibroblast	Snai1	Bone marrow	ENSMUSG00000042821
Endothelial progenitor cell	Kdr	Bone marrow	ENSMUSG00000062960
Hematopoietic stem cell	Prtn3	Bone marrow	ENSMUSG00000057729
Endothelial progenitor cell		Bone marrow	
Hematopoietic progenitor cell	Prtn3	Bone marrow	ENSMUSG00000057729
Hemogenic progenitor cell	Prom1	Bone marrow	ENSMUSG00000029086
Hematopoietic stem cell	Myl10	Bone marrow	ENSMUSG00000005474
Pre-adipocyte	Adipoq	Bone marrow	ENSMUSG00000022878
Pre-adipocyte	Lepr	Bone marrow	ENSMUSG00000057722
Pre-osteoblast	Alpl	Bone marrow	ENSMUSG00000028766
Pre-osteoblast	Postn	Bone marrow	ENSMUSG00000027750
T cell	Cd3e	Bone marrow	ENSMUSG00000032093
B cell		Bone marrow	
Macrophage		Bone marrow	
Dendritic cell		Bone marrow	
Neutrophil		Bone marrow	
M2 macrophage		Bone marrow	
M2 macrophage		Bone marrow	
M2 macrophage		Bone marrow	
M1 macrophage		Bone marrow	
M1 macrophage	Nos2	Bone marrow	ENSMUSG00000020826
M1 macrophage		Bone marrow	
Microglial cell		Bone marrow	
Microglial cell	Fcrls	Bone marrow	ENSMUSG00000015852
Microglial cell	Tmem119	Bone marrow	ENSMUSG00000054675
Macrophage		Bone marrow	
Hematopoietic cell		Bone marrow	
M1 macrophage		Bone marrow	
M2 macrophage	Mrc1	Bone marrow	ENSMUSG00000026712
Hematopoietic stem cell		Bone marrow	
B cell		Bone marrow	
Antigen-presenting cell	H2-Ab1	Bone marrow	ENSMUSG00000073421
Antigen-presenting cell	Ptprc	Bone marrow	ENSMUSG00000026395
Myeloid cell		Bone marrow	
Antigen-presenting cell	H2-Eb1	Bone marrow	ENSMUSG00000060586
Antigen-presenting cell		Bone marrow	
Neutrophil	Elane	Bone marrow	ENSMUSG00000020125
Antigen-presenting cell		Bone marrow	
Macrophage	Adgre1	Bone marrow	ENSMUSG00000004730
Granulocyte	Ly6c2	Bone marrow	ENSMUSG00000022584
Antigen-presenting cell	Cd74	Bone marrow	ENSMUSG00000024610
Myeloid cell	Gsr	Bone marrow	ENSMUSG00000031584
Myelo-monocytic progenitor cell	Lyz2	Bone marrow	ENSMUSG00000069516
Myelo-monocytic progenitor cell	Ly6c2	Bone marrow	ENSMUSG00000022584
Myelo-monocytic progenitor cell	Prtn3	Bone marrow	ENSMUSG00000057729
Macrophage		Bone marrow	
Mesenchymal cell	Bmpr1a	Bone marrow	ENSMUSG00000021796
Early mesenchymal progenitor cell	Thy1	Bone marrow	ENSMUSG00000032011
Adipocyte	Apoe	Bone marrow	ENSMUSG00000002985
Adult stem cell	Cd34	Bone marrow	ENSMUSG00000016494
Mesenchymal cell	Bmpr2	Bone marrow	ENSMUSG00000067336
Osteocyte	Sp7	Bone marrow	ENSMUSG00000060284
Hematopoietic cell	Cd247	Bone marrow	ENSMUSG00000005763
Endothelial cell	Flt1	Bone marrow	ENSMUSG00000029648
Endothelial cell	Pecam1	Bone marrow	ENSMUSG00000020717
Adult stem cell	Ly6a	Bone marrow	ENSMUSG00000075602
Multipotent progenitor cell		Bone marrow	
Adipocyte	Lpl	Bone marrow	ENSMUSG00000015568
Adipocyte	Adipoq	Bone marrow	ENSMUSG00000022878
Chondrocyte		Bone marrow	
Chondrocyte	Col10a1	Bone marrow	ENSMUSG00000039462
Multipotent progenitor cell		Bone marrow	
Chondrocyte	Ihh	Bone marrow	ENSMUSG00000006538
Chondrocyte	Pth1r	Bone marrow	ENSMUSG00000032492
Osteocyte	Runx2	Bone marrow	ENSMUSG00000039153
Adipocyte	Cebpb	Bone marrow	ENSMUSG00000056501
Late mesenchymal progenitor cell		Bone marrow	
Adipocyte	Pparg	Bone marrow	ENSMUSG00000000440
Mesenchymal cell	Cdh2	Bone marrow	ENSMUSG00000024304
Hematopoietic cell	Itgam	Bone marrow	ENSMUSG00000030786
Stem cell	Cd34	Bone marrow	ENSMUSG00000016494
Chondrocyte	Acan	Bone marrow	ENSMUSG00000030607
Chondrocyte	Sox9	Bone marrow	ENSMUSG00000000567
Pericyte		Bone marrow	
Early mesenchymal progenitor cell	Cd34	Bone marrow	ENSMUSG00000016494
Osteocyte	Col1a1	Bone marrow	ENSMUSG00000001506
Mesenchymal cell	Prrx1	Bone marrow	ENSMUSG00000026586
Endothelial cell	Emcn	Bone marrow	ENSMUSG00000054690
Marrow adipogenic lineage precursor cell	Lepr	Bone marrow	ENSMUSG00000057722
Osteocyte	Bglap2	Bone marrow	ENSMUSG00000074486
Pericyte	Adipoq	Bone marrow	ENSMUSG00000022878
Hematopoietic stem cell	Slamf1	Bone marrow	ENSMUSG00000015316
Adipocyte	Cebpa	Bone marrow	ENSMUSG00000034957
Osteocyte	Dmp1	Bone marrow	ENSMUSG00000029307
Mesenchymal cell	Prrx2	Bone marrow	ENSMUSG00000039476
Hematopoietic cell	Ptprc	Bone marrow	ENSMUSG00000026395
Mesenchymal cell	Ibsp	Bone marrow	ENSMUSG00000029306
Mesenchymal cell	Col1a1	Bone marrow	ENSMUSG00000001506
Hematopoietic stem cell		Bone marrow	
Late mesenchymal progenitor cell		Bone marrow	
Adult stem cell	Thy1	Bone marrow	ENSMUSG00000032011
Mesenchymal cell	Alpl	Bone marrow	ENSMUSG00000028766
Late mesenchymal progenitor cell	Tnn	Bone marrow	ENSMUSG00000026725
Mesenchymal cell	Pdgfrb	Bone marrow	ENSMUSG00000024620
Late mesenchymal progenitor cell	Aspn	Bone marrow	ENSMUSG00000021388
Early mesenchymal progenitor cell	Clec3b	Bone marrow	ENSMUSG00000025784
Osteocyte	Ibsp	Bone marrow	ENSMUSG00000029306
Osteocyte		Bone marrow	
Hematopoietic cell	Cd19	Bone marrow	ENSMUSG00000030724
Mesenchymal cell	Pdgfra	Bone marrow	ENSMUSG00000029231
Hematopoietic stem cell	Atxn1	Bone marrow	ENSMUSG00000046876
Osteoblast	Dmp1	Bone marrow	ENSMUSG00000029307
Osteoblast	Col1a1	Bone marrow	ENSMUSG00000001506
Late mesenchymal progenitor cell	Ostn	Bone marrow	ENSMUSG00000052276
Osteoblast	Bglap2	Bone marrow	ENSMUSG00000074486
Stem cell	Atxn1	Bone marrow	ENSMUSG00000046876
Late mesenchymal progenitor cell	Edil3	Bone marrow	ENSMUSG00000034488
Multipotent progenitor cell	Atxn1	Bone marrow	ENSMUSG00000046876
Early mesenchymal progenitor cell	Gsn	Bone marrow	ENSMUSG00000026879
Osteoblast	Runx2	Bone marrow	ENSMUSG00000039153
Early mesenchymal progenitor cell	Ly6a	Bone marrow	ENSMUSG00000075602
Osteoblast	Sp7	Bone marrow	ENSMUSG00000060284
